"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL","Update People Search (Find people Table) - 2026-02-13T07:12:49.564Z"
,"Amsterdam UMC - Alzheimer Center Amsterdam","Alzheimer Centrum Amsterdam is part of the Amsterdam University Medical Center and is physically located at the VUmc location on De Boelelaan. More than 100 employees work at the center. Every year they treat thousands of patients from all over the country. In addition to caring for patients, a large proportion of the employees are involved in conducting ant the implementation of research. Alzheimer Centrum Amsterdam is the diagnosis and treatment center for dementia, with a focus on dementia at a young age. Our mission is to make dementia negotiable, treatable and eventually heal.","Hospitals and Health Care","51-200 employees","Non Profit","Amsterdam, Noord-Holland","Netherlands","alzheimercentrum.nl","https://www.linkedin.com/company/amsterdam-umc-alzheimercentrum-amsterdam",
,"C-support","C-support is er voor patiënten die langdurig klachten ondervinden van Covid-19 en voor mensen met langdurige klachten na een vaccinatie tegen Covid-19. C-support ondersteunt op alle leefgebieden waarop deze complexe en onbekende aandoeningen ingrijpen en biedt maatwerk. C-support adviseert (zorg)professionals, biedt (na)scholing en stimuleert onderzoek.","Hospitals and Health Care","51-200 employees","Non Profit","'s-Hertogenbosch, Noord-Brabant","Netherlands","c-support.nu","https://www.linkedin.com/company/c-support-nazorg-covid",
,"Nu Niet Zwanger","Veel mensen hebben seks. Niet iedereen wil dat die seks leidt tot een zwangerschap. Om allerlei redenen kan iemand zich niet of onvoldoende beschermen tegen een zwangerschap. En dit geldt zeker voor mensen in complexe omstandigheden. Bijvoorbeeld door een gebrek aan kennis; verantwoordelijkheidsgevoel; motivatie; geld of gezondheidsvaardigheden om goede bescherming toe te passen. Dan bestaat er risico op een onbedoelde zwangerschap, met mogelijk grote implicaties op het leven.

Daarom heeft het prioriteit dat zorgverleners met hun cliënt in gesprek gaan over kinderwens. Dat gesprek noemen we: kinderwensverkenning. Het verkennen van iemands actuele kinderwens past bij uitstek bij professionals in het medisch en sociaal domein. Het is namelijk niet alleen belangrijk dat iemand kan nadenken over een actuele kinderwens en daar een geïnformeerde keuze over maakt, maar ook dat iemand daar naar kan handelen. 

Nu Niet Zwanger traint professionals om proactief, open en eerlijk in gesprek te gaan over 𝗸𝗶𝗻𝗱𝗲𝗿𝘄𝗲𝗻𝘀, 𝘀𝗲𝗸𝘀𝘂𝗮𝗹𝗶𝘁𝗲𝗶𝘁 𝗲𝗻 𝗮𝗻𝘁𝗶𝗰𝗼𝗻𝗰𝗲𝗽𝘁𝗶𝗲. Door vanuit de dagelijkse leefwereld van de cliënt te verkennen welke vragen, emoties, ideeën en drempels er bij hen over deze onderwerpen bestaan. Als de cliënt haar of zijn kinderwens wil uitstellen onderzoeken cliënt en hulpverlener samen wat daarvoor nodig is. Heeft de cliënt daarbij behoefte aan praktische hulp of een neutraal klankbord? Dan zorgt de hulpverlener daarvoor.

𝗢𝘃𝗲𝗿 𝗼𝗻𝘀:
Nu Niet Zwanger maakt deel uit van het Actieprogramma Kansrijke Start van het ministerie van VWS. De landelijke uitrol van het programma naar GGD- regio's en gemeenten gebeurt vanuit de koepel GGD GHOR Nederland.","Hospitals and Health Care","51-200 employees","Government Agency","Utrecht","Netherlands","nunietzwanger.nl","https://www.linkedin.com/company/nu-niet-zwanger",
,"ScreenPoint Medical","In the fight against breast cancer, every image is an opportunity: to unlock insight, to uncover risk, to embody health, to empower life. Our AI-powered technology delivers unmatched precision for breast radiologists and defines personalized care pathways for every woman we serve.

With an exceptional clinical foundation and a clear focus on real-world impact, ScreenPoint’s Transpara algorithms redefine breast imaging for those leading the way in breast health. We are The Breast AI Company. 

We are Breast AI.","Hospitals and Health Care","51-200 employees","Privately Held","Nijmegen, Gelderland","Netherlands","screenpoint-medical.com","https://www.linkedin.com/company/screenpoint-medical",
,"Horticulture and Product Physiology - Wageningen University and Research","Horticulture and Product Physiology (HPP) is one of the chair groups of Wageningen University and Research. The role we play is to foster the science of the supply chain for crops produced under controlled environment agriculture (greenhouses and vertical farms). 

The focus of the group is on controlled environment agriculture and the post-harvest quality of products produced in greenhouses and vertical farms. Responses of physiological processes to the environment are studied aiming to predict and control the phenotype of the plant and plant products. Growth and development of plants as well as product quality are studied as emergent properties of underlying physiological and genetic processes. Research fields such as phenotyping, (LED) light regulation of plant processes and functional-structural plant modelling are gaining increasing prominence.

The research of the group is centred around plant growth & development, photosynthesis and product physiology.","Higher Education","51-200 employees","Educational","Wageningen, Gelderland","Netherlands","wur.nl","https://www.linkedin.com/company/hpp-wur",
,"VZVZ","Samen gezondheid bevorderen

VZVZ zorgt ervoor dat zorgverleners in Nederland medische gegevens veilig en met toestemming van de patiënt kunnen delen, zodat de zorg beter en efficiënter wordt. Als vereniging van zorgaanbieders en patiëntenorganisaties coördineert VZVZ de landelijke afspraken en voorzieningen voor zorgcommunicatie, met als doel zorgverleners te ondersteunen en meer tijd voor de patiënt te creëren.

Wat doen wij concreet?
Een bekend voorbeeld is het Landelijk Schakelpunt (LSP). Via het LSP wisselen zorgverleners jaarlijks meer dan een miljard medische berichten uit, zoals medicatiegegevens en waarneemgegevens van huisartsen. Altijd veilig en alleen met toestemming van de patiënt. Zo heeft een zorgverlener op het juiste moment de juiste informatie, wat bijdraagt aan betere en veiligere zorg.

Dat betekent in de praktijk dat:
•	een arts snel inzicht heeft in actuele medicatie;
•	een apotheker medicatiefouten kan voorkomen;
•	een zorgverlener niet opnieuw hoeft te vragen wat al bekend is;
•	een patiënt erop kan vertrouwen dat zijn gegevens zorgvuldig worden gebruikt.

Databeschikbaarheid, privacy en toestemming
VZVZ zorgt ervoor dat medische gegevens alleen beschikbaar zijn wanneer dat nodig is, met strikte aandacht voor privacy en informatiebeveiliging. Gegevens worden uitsluitend gedeeld met expliciete toestemming van de patiënt en alleen met betrokken zorgverleners, via veilige en betrouwbare afspraken en voorzieningen.

Samen werken aan de zorg van morgen
Samen met zorgaanbieders, patiëntenorganisaties, ICT-leveranciers, regionale samenwerkingsorganisaties en partijen zoals VWS, ZN en Nictiz bouwen we aan een toekomstbestendig zorgsysteem. Onze programma’s sluiten aan op wat het zorgveld nodig heeft en ondersteunen ontwikkelingen zoals:
•	een landelijk dekkend netwerk voor gegevensuitwisseling;
•	betere databeschikbaarheid over sectoren heen;
•	wet- en regelgeving die digitale zorg ondersteunt, nationaal en Europees.

Samen gezondheid bevorderen.","Hospitals and Health Care","51-200 employees","Non Profit","Den Haag, Zuid-Holland","Netherlands","vzvz.nl","https://www.linkedin.com/company/vzvz",
,"Nimeto Utrecht","In een klimaat van eigen verantwoordelijkheid leiden wij onze studenten op tot zelfstandige vakmensen. We doen dat door het inzetten van vernieuwde en vernieuwende onderwijsinzichten en anticiperen continue op maatschappelijke veranderingen.

Studenten die na 2 jaar, 3 jaar of 4 jaar met een Nimeto diploma de arbeidsmarkt op komen kunnen zelfstandig en volwaardig functioneren in hun beroep en in de maatschappij. 

Om aan de verwachtingen van onze studenten en externe relaties te voldoen, sluiten onze opleidingen goed aan op het voorbereidend onderwijs en de eisen van de branche.","Education Administration Programs","51-200 employees","Educational","Utrecht","Netherlands","nimeto.nl","https://www.linkedin.com/company/nimeto",
,"CINOP","Stichting CINOP is strategisch partner in leren. Voor onderwijsinstellingen, branches, overheid en bedrijven. Wij realiseren oplossingen voor complexe vraagstukken rondom toekomstbestendig (beroeps)onderwijs en een leven lang ontwikkelen op de arbeidsmarkt. Gefundeerd, toepasbaar en integraal: oplossingen met impact.

Het is steeds lastiger om de juiste kennis en vaardigheden op peil te hebben èn te houden. De wereld van morgen vraagt om nieuwe manieren van leren. Niet eerst een diploma en dan af en toe een cursus, maar continu ontwikkelen op een manier die past bij de persoonlijke wensen en voorkeuren van mens, organisatie en maatschappij. Waar de lerende (van 0 tot 100) centraal staat. 

CINOP werkt aan de oplossingen om deze nieuwe manieren van leren te realiseren en/of te verbeteren. In Nederland, maar ook in de rest van de wereld. Van strategie tot en met de implementatie. CINOP biedt gefundeerde oplossingen, waarin wetenschappelijke inzichten worden gecombineerd met de kennis en ervaring van onze adviseurs. We hebben jarenlange ervaring in visieontwikkeling, advies, programma- en projectmanagement, training & teamontwikkeling, curriculumontwikkeling, data-analyse en onderzoek.

CINOP heeft twee expertisecentra in huis: 
•	Expertisecentrum Beroepsonderwijs (ECBO), is expert op het gebied van onderzoek en kennisvraagstukken rondom (beroeps)onderwijs en leven lang ontwikkelen. 
•	Expertisecentrum Inclusief Onderwijs (ECIO) adviseert en ondersteunt universiteiten, hogescholen en het mbo zodat studenten met een extra ondersteuningsvraag met succes hun opleiding kunnen doorlopen. En kunnen doorstromen naar een baan die bij hen past. ECIO helpt ook werkenden die om wat voor reden dan ook moeite hebben met leren. Leren zonder belemmeringen dus.","Education Administration Programs","51-200 employees","Privately Held","'s-Hertogenbosch","Netherlands","cinop.nl","https://www.linkedin.com/company/cinop",
,"KIT Institute","KIT Institute is an independent knowledge institute. Guided by the United Nations Sustainable Development Goals (SDGs), our work focuses on global health, gender equality and sustainable economic development.","Higher Education","51-200 employees","Educational","Amsterdam, Noord Holland","Netherlands","kit.nl","https://www.linkedin.com/company/kit-institute",
,"Ksyos","Ksyos is a healthcare institution that focuses on development, research and implementation of telemedicine / eHealth services in mainstream health care. 

Ksyos works with 7500 general practitioners and 4500 medical specialists and paramedics in e.g. Cardiology, Dermatology, Ophthalmology and Mental Health. 

Our mission is to improve healthcare accessibility, quality and efficiency by bringing care closer to the patient at lower costs.

Website: https://www.ksyos.nl - https://www.ksyos.co.uk

Follow Ksyos also on: Twitter | Google+ | Facebook","Hospitals and Health Care","51-200 employees","Public Company","Amsterdam, Noord-Holland","Netherlands","ksyos.nl","https://www.linkedin.com/company/ksyos",
